Export Parameters
Hansatech Instruments Ltd Handy PEA Data
PEA Plus Version: 1.13
Format:2a
Comment1:                                                                                                   
Comment2:                                                                                                   
Comment3:                                                                                                   
Comment4:                                                                                                   

Calculate PI using Fo=TRUE

Record No,P. Light,P. Dur.(sec),Light,Gain,Dur.(sec),Flash,Date,Time,ID,Scaled,Scale,Offset,Protocol,Dark Offset, ,t for Fm,Area,Fo,Fm,Fv,F1,F2,F3,F4,F5,Fo/Fm,Fv/Fm,PI Inst.,Fv/Fo,Vj,Vi,dVG/dto,dV/dto,Sm,N,Sm/t(Fm),ABS/RC,DIo/RC,TRo/RC,ETo/RC,REo/RC,phi(Po),psi(Eo),phi(Eo),delta(Ro),phi(Ro),ABS/CSo,DIo/CSo,TRo/CSo,ETo/CSo,REo/CSo,ABS/CSm,DIo/CSm,TRo/CSm,ETo/CSm,REo/CSm,gamma(RC)/((1-gamma(RC)),phi(Po)/((1-phi(Po)),psi(Eo)/(1-psi(Eo)),PI abs,dRo/(1-dRo),PI total,DF abs,DF Total,kP / ABS * kF,kN / ABS * kF,Origin to F1,F1 to F3,F1 to F4,F1 to F5,F3 to F4,F4 to F5,F5 to Fm,
213,0,0,1500,1.0,1.00,1,01/01/00,04:35:00,       , NO,-,-,0,0,,600.00,21056,407,1280,873,484,557,789,994,1131,0.3180,0.682,0.2738,2.145,0.6724,0.8293,0.8362,1.4586,24.1193,52.3202,0.0402,3.1805,1.0113,2.1692,0.7107,0.370,0.6820,0.3276,0.2234,0.5210,0.1164,407.0000,129.4133,277.5867,90.9391,47.3773,1280.00000,407.0000,873.0000,286.0000,149.0000,0.3144,2.145,0.4872,0.329,1.0876,0.3574,-0.4834,-0.4469,0.0017,0.0008,33,156,716,6268,560,5552,14755,
214,0,0,1500,1.0,1.00,1,01/01/00,04:35:11,       , NO,-,-,0,0,,900.00,43496,423,1600,1177,475,524,730,1099,1316,0.2644,0.736,0.8351,2.783,0.5743,0.7587,0.4163,0.8694,36.9551,55.9429,0.0411,2.0579,0.5440,1.5138,0.6444,0.365,0.7356,0.4257,0.3131,0.5669,0.1775,423.0000,111.8306,311.1694,132.4519,75.0825,1600.00000,423.0000,1177.00000,501.0000,284.0000,0.4859,2.783,0.7411,1.002,1.3088,1.3115,0.0009,0.1178,0.0017,0.0006,46,249,1268,11211,1018,9943,32240,
215,0,0,1500,1.0,1.00,1,01/01/00,04:35:21,       , NO,-,-,0,0,,280.00,33728,377,1540,1163,457,524,805,1115,1314,0.2448,0.755,0.5783,3.085,0.6346,0.8057,0.5761,1.2267,29.0005,56.0623,0.1036,2.5598,0.6267,1.9332,0.7064,0.376,0.7552,0.3654,0.2760,0.5318,0.1468,377.0000,92.2916,284.7084,104.0422,55.3260,1540.00000,377.0000,1163.00000,425.0000,226.0000,0.3907,3.085,0.5759,0.694,1.1357,0.7882,-0.1586,-0.1034,0.0020,0.0006,44,224,1058,9748,834,8690,23935,
216,0,0,1500,1.0,1.00,1,01/01/00,04:35:48,       , NO,-,-,0,0,,800.00,41536,412,1547,1135,471,528,740,1016,1240,0.2663,0.734,0.8180,2.755,0.5322,0.7295,0.5022,0.9633,36.5958,66.2440,0.0457,2.4672,0.6571,1.8102,0.8469,0.490,0.7337,0.4678,0.3432,0.5782,0.1984,412.0000,109.7246,302.2754,141.4169,81.7608,1547.00000,412.0000,1135.00000,531.0000,307.0000,0.4053,2.755,0.8791,0.982,1.3705,1.3454,-0.0081,0.1288,0.0018,0.0006,44,234,1241,11732,1007,10491,29760,
217,0,0,1500,1.0,1.00,1,01/01/00,04:35:58,       , NO,-,-,0,0,,800.00,57456,415,1839,1424,480,535,781,1187,1497,0.2257,0.774,1.1833,3.431,0.5421,0.7598,0.3862,0.8567,40.3486,63.7634,0.0504,2.0409,0.4606,1.5803,0.7236,0.380,0.7743,0.4579,0.3545,0.5245,0.1860,415.0000,93.6514,321.3486,147.1343,77.1778,1839.00000,415.0000,1424.00000,652.0000,342.0000,0.4900,3.431,0.8446,1.420,1.1032,1.5665,0.1523,0.1949,0.0019,0.0005,55,302,1585,14416,1284,12831,42985,
218,0,0,1500,1.0,1.00,1,01/01/00,04:36:35,       , NO,-,-,0,0,,700.00,34868,373,1391,1018,432,485,703,986,1157,0.2682,0.732,0.6128,2.729,0.6022,0.7701,0.5206,1.0806,34.2515,61.4628,0.0489,2.4519,0.6575,1.7945,0.7139,0.412,0.7318,0.3978,0.2912,0.5778,0.1682,373.0000,100.0208,272.9792,108.6017,62.7477,1391.00000,373.0000,1018.00000,405.0000,234.0000,0.4078,2.729,0.6607,0.735,1.3684,1.0063,-0.1335,0.0027,0.0020,0.0007,39,205,1005,9244,800,8239,25585,
219,0,0,1500,1.0,1.00,1,01/01/00,04:44:37,       , NO,-,-,0,0,,700.00,65851,500,2091,1591,563,617,860,1305,1687,0.2391,0.761,1.3215,3.182,0.5060,0.7461,0.3394,0.7542,41.3895,61.6987,0.0591,1.9592,0.4685,1.4907,0.7364,0.379,0.7609,0.4940,0.3759,0.5140,0.1932,500.0000,119.5600,380.4400,187.9484,96.6045,2091.00000,500.0000,1591.00000,786.0000,404.0000,0.5104,3.182,0.9764,1.586,1.0576,1.6772,0.2003,0.2246,0.0015,0.0005,62,345,1881,17024,1536,15143,48765,
220,0,0,1500,1.0,1.00,1,01/01/00,04:44:50,       , NO,-,-,0,0,,500.00,36276,463,1819,1356,563,658,982,1281,1561,0.2545,0.745,0.5658,2.929,0.6032,0.8097,0.7006,1.2758,26.7519,56.5780,0.0535,2.8370,0.7221,2.1149,0.8391,0.402,0.7455,0.3968,0.2958,0.4796,0.1418,463.0000,117.8499,345.1501,136.9401,65.6701,1819.00000,463.0000,1356.00000,538.0000,258.0000,0.3525,2.929,0.6577,0.679,0.9214,0.6256,-0.1682,-0.2037,0.0016,0.0005,51,257,1270,11444,1014,10174,24780,
221,0,0,1500,1.0,1.00,1,01/01/00,04:45:02,       , NO,-,-,0,0,,800.00,53095,460,1936,1476,523,581,829,1264,1591,0.2376,0.762,1.1138,3.209,0.5447,0.7663,0.3930,0.8333,35.9719,55.0316,0.0450,2.0066,0.4768,1.5299,0.6965,0.358,0.7624,0.4553,0.3471,0.5134,0.1782,460.0000,109.2975,350.7025,159.6694,81.9731,1936.00000,460.0000,1476.00000,672.0000,345.0000,0.4983,3.209,0.8358,1.337,1.0550,1.4101,0.1260,0.1492,0.0017,0.0005,57,315,1649,14647,1334,12999,38390,
222,0,0,1500,1.0,1.00,1,01/01/00,04:45:43,       , NO,-,-,0,0,,700.00,42007,527,1820,1293,577,624,826,1207,1479,0.2896,0.710,0.8934,2.454,0.5259,0.7363,0.3635,0.7708,32.4878,47.6170,0.0464,2.0631,0.5974,1.4657,0.6949,0.387,0.7104,0.4741,0.3368,0.5563,0.1874,527.0000,152.5984,374.4016,177.5005,98.7401,1820.00000,527.0000,1293.00000,613.0000,341.0000,0.4847,2.454,0.9015,1.072,1.2537,1.3440,0.0302,0.1284,0.0013,0.0005,50,280,1493,13226,1214,11733,28730,
223,0,0,1500,1.0,1.00,1,01/01/00,04:46:26,       , NO,-,-,0,0,,700.00,46796,458,1929,1471,523,582,840,1229,1573,0.2374,0.763,1.1220,3.212,0.5241,0.7580,0.4011,0.8656,31.8123,52.5391,0.0454,2.1657,0.5142,1.6515,0.7859,0.400,0.7626,0.4759,0.3629,0.5086,0.1846,458.0000,108.7424,349.2576,166.2001,84.5246,1929.00000,458.0000,1471.00000,700.0000,356.0000,0.4617,3.212,0.9079,1.346,1.0349,1.3934,0.1292,0.1441,0.0017,0.0005,57,311,1654,14754,1342,13100,31985,
224,0,0,1500,1.0,1.00,1,01/01/00,04:46:50,       , NO,-,-,0,0,,600.00,43997,476,1826,1350,533,585,804,1182,1488,0.2607,0.739,1.0292,2.836,0.5230,0.7496,0.3852,0.8099,32.5904,50.4706,0.0543,2.0947,0.5460,1.5486,0.7388,0.388,0.7393,0.4770,0.3527,0.5248,0.1851,476.0000,124.0832,351.9168,167.8773,88.1095,1826.00000,476.0000,1350.00000,644.0000,338.0000,0.4774,2.836,0.9122,1.235,1.1046,1.3642,0.0917,0.1349,0.0016,0.0005,52,289,1551,13750,1262,12199,30195,
225,0,0,1500,1.0,1.00,1,01/01/00,04:47:13,       , NO,-,-,0,0,,700.00,50978,530,1986,1456,584,633,853,1257,1589,0.2669,0.733,1.1364,2.747,0.4993,0.7273,0.3365,0.7395,35.0126,51.8527,0.0500,2.0201,0.5391,1.4810,0.7415,0.404,0.7331,0.5007,0.3671,0.5446,0.1999,530.0000,141.4401,388.5599,194.5468,105.9466,1986.00000,530.0000,1456.00000,729.0000,397.0000,0.4950,2.747,1.0028,1.364,1.1958,1.6307,0.1347,0.2124,0.0014,0.0005,57,317,1733,15822,1416,14088,35100,
226,0,0,1500,1.0,1.00,1,01/01/00,04:47:32,       , NO,-,-,0,0,,600.00,33622,364,1457,1093,438,506,757,1027,1224,0.2498,0.750,0.6162,3.003,0.6066,0.7868,0.6221,1.1985,30.7616,60.7808,0.0513,2.6339,0.6580,1.9759,0.7773,0.421,0.7502,0.3934,0.2951,0.5419,0.1599,364.0000,90.9375,273.0625,107.4262,58.2100,1457.00000,364.0000,1093.00000,430.0000,233.0000,0.3797,3.003,0.6486,0.739,1.1827,0.8745,-0.1311,-0.0582,0.0021,0.0007,42,212,1039,9521,827,8482,24060,
227,0,0,1500,1.0,1.00,1,01/01/00,04:48:28,       , NO,-,-,0,0,,800.00,58102,455,2035,1580,506,551,765,1214,1610,0.2236,0.776,1.7851,3.473,0.4804,0.7310,0.2848,0.6540,36.7735,50.0649,0.0460,1.7535,0.3921,1.3614,0.7074,0.366,0.7764,0.5196,0.4034,0.5177,0.2088,455.0000,101.7322,353.2678,183.5651,95.0246,2035.00000,455.0000,1580.00000,821.0000,425.0000,0.5703,3.473,1.0817,2.142,1.0732,2.2990,0.3308,0.3615,0.0017,0.0005,62,351,1946,17795,1594,15850,40245,
228,0,0,1500,1.0,1.00,1,01/01/00,04:49:27,       , NO,-,-,0,0,,500.00,35910,443,1873,1430,547,644,974,1299,1598,0.2365,0.763,0.6660,3.228,0.5986,0.8077,0.6783,1.2378,25.1120,51.9255,0.0502,2.7083,0.6406,2.0678,0.8300,0.398,0.7635,0.4014,0.3065,0.4791,0.1468,443.0000,104.7779,338.2221,135.7619,65.0427,1873.00000,443.0000,1430.00000,574.0000,275.0000,0.3692,3.228,0.6706,0.799,0.9197,0.7351,-0.0973,-0.1337,0.0017,0.0005,54,274,1356,12311,1083,10955,23545,
229,0,0,1500,1.0,1.00,1,01/01/00,04:49:42,       , NO,-,-,0,0,,700.00,54685,500,2133,1633,557,608,841,1295,1734,0.2344,0.766,1.5362,3.266,0.4868,0.7557,0.3123,0.6961,33.4873,47.8791,0.0478,1.8675,0.4378,1.4298,0.7337,0.349,0.7656,0.5132,0.3929,0.4761,0.1871,500.0000,117.2058,382.7942,196.4369,93.5302,2133.00000,500.0000,1633.00000,838.0000,399.0000,0.5355,3.266,1.0541,1.843,0.9089,1.6754,0.2656,0.2241,0.0015,0.0005,64,359,1980,17476,1621,15496,37145,
230,0,0,1500,1.0,1.00,1,01/01/00,04:50:05,       , NO,-,-,0,0,,900.00,47294,613,2111,1498,681,749,948,1230,1737,0.2904,0.710,1.1401,2.444,0.4119,0.7503,0.4539,0.7454,31.5712,57.1386,0.0351,2.5504,0.7406,1.8098,1.0644,0.452,0.7096,0.5881,0.4173,0.4245,0.1772,613.0000,178.0052,434.9948,255.8280,108.6035,2111.00000,613.0000,1498.00000,881.0000,374.0000,0.3921,2.444,1.4279,1.368,0.7377,1.0092,0.1361,0.0040,0.0012,0.0005,58,320,1954,16490,1634,14536,30745,
231,0,0,1500,1.0,1.00,1,01/01/00,04:51:49,       , NO,-,-,0,0,,600.00,53700,465,2269,1804,541,606,899,1372,1849,0.2049,0.795,1.5938,3.880,0.5028,0.7672,0.3603,0.8019,29.7672,47.4787,0.0496,2.0061,0.4111,1.5950,0.7931,0.371,0.7951,0.4972,0.3953,0.4682,0.1851,465.0000,95.2953,369.7047,183.8277,86.0732,2269.00000,465.0000,1804.00000,897.0000,420.0000,0.4985,3.880,0.9890,1.913,0.8805,1.6840,0.2816,0.2263,0.0017,0.0004,70,387,2099,18730,1712,16631,34900,
232,0,0,1500,1.0,1.00,1,01/01/00,04:52:04,       , NO,-,-,0,0,,600.00,47565,466,2004,1538,551,628,934,1301,1658,0.2325,0.767,0.9512,3.300,0.5429,0.7750,0.5007,1.0143,30.9265,57.7789,0.0515,2.4343,0.5661,1.8683,0.8540,0.420,0.7675,0.4571,0.3508,0.4922,0.1727,466.0000,108.3613,357.6387,163.4721,80.4571,2004.00000,466.0000,1538.00000,703.0000,346.0000,0.4108,3.300,0.8419,1.141,0.9692,1.1063,0.0575,0.0439,0.0016,0.0005,59,313,1642,14801,1329,13159,32705,
233,0,0,1500,1.0,1.00,1,01/01/00,04:52:43,       , NO,-,-,0,0,,700.00,42439,426,1737,1311,493,557,809,1178,1443,0.2453,0.755,0.8475,3.077,0.5736,0.7757,0.4882,0.9738,32.3715,54.9569,0.0462,2.2493,0.5517,1.6977,0.7239,0.381,0.7547,0.4264,0.3218,0.5259,0.1693,426.0000,104.4767,321.5233,137.0950,72.1036,1737.00000,426.0000,1311.00000,559.0000,294.0000,0.4446,3.077,0.7434,1.017,1.1094,1.1283,0.0073,0.0524,0.0018,0.0006,51,270,1373,12244,1103,10871,30145,
234,0,0,1500,1.0,1.00,1,01/01/00,04:53:00,       , NO,-,-,0,0,,600.00,34776,415,1789,1374,521,620,954,1264,1541,0.2320,0.768,0.6192,3.311,0.6179,0.8195,0.7205,1.3076,25.3099,53.5612,0.0422,2.7554,0.6392,2.1162,0.8086,0.382,0.7680,0.3821,0.2935,0.4724,0.1386,415.0000,96.2689,318.7311,121.7859,57.5293,1789.00000,415.0000,1374.00000,525.0000,248.0000,0.3629,3.311,0.6184,0.743,0.8953,0.6652,-0.1290,-0.1770,0.0019,0.0006,52,257,1252,11179,995,9927,23545,
235,0,0,1500,1.0,1.00,1,01/01/00,04:53:11,       , NO,-,-,0,0,,700.00,40656,393,1649,1256,444,491,693,1065,1333,0.2383,0.762,1.1847,3.196,0.5350,0.7484,0.3742,0.7962,32.3692,48.1684,0.0462,1.9537,0.4656,1.4881,0.6919,0.374,0.7617,0.4650,0.3542,0.5411,0.1916,393.0000,93.6622,299.3378,139.1825,75.3111,1649.00000,393.0000,1256.00000,584.0000,316.0000,0.5118,3.196,0.8690,1.422,1.1791,1.6762,0.1528,0.2243,0.0019,0.0006,49,270,1431,12697,1161,11266,27910,
236,0,0,1500,1.0,1.00,1,01/01/00,04:53:35,       , NO,-,-,0,0,,800.00,39802,429,1658,1229,493,556,793,1154,1396,0.2587,0.741,0.7351,2.865,0.5899,0.7868,0.5126,0.9873,32.3858,54.1996,0.0405,2.2577,0.5842,1.6736,0.6863,0.357,0.7413,0.4101,0.3040,0.5198,0.1580,429.0000,111.0018,317.9982,130.4077,67.7913,1658.00000,429.0000,1229.00000,504.0000,262.0000,0.4429,2.865,0.6952,0.882,1.0826,0.9550,-0.0545,-0.0200,0.0017,0.0006,47,252,1266,11115,1014,9849,28640,
237,0,0,1500,1.0,1.00,1,01/01/00,04:55:27,       , NO,-,-,0,0,,600.00,52865,440,2195,1755,555,659,1040,1454,1850,0.2005,0.800,0.9846,3.989,0.5778,0.8034,0.5926,1.1396,30.1224,59.4130,0.0502,2.4669,0.4945,1.9724,0.8328,0.388,0.7995,0.4222,0.3376,0.4656,0.1572,440.0000,88.2005,351.7995,148.5376,69.1572,2195.00000,440.0000,1755.00000,741.0000,345.0000,0.4054,3.989,0.7308,1.182,0.8712,1.0294,0.0725,0.0126,0.0018,0.0005,67,345,1754,15918,1410,14164,36880,
238,0,0,1500,1.0,1.00,1,01/01/00,04:55:40,       , NO,-,-,0,0,,290.00,34715,366,1994,1628,501,633,1055,1397,1741,0.1836,0.816,0.7867,4.448,0.6333,0.8446,0.8108,1.4107,21.3238,47.5012,0.0735,2.7284,0.5008,2.2276,0.8169,0.346,0.8164,0.3667,0.2994,0.4238,0.1269,366.0000,67.1795,298.8205,109.5797,46.4383,1994.00000,366.0000,1628.00000,597.0000,253.0000,0.3665,4.448,0.5790,0.944,0.7355,0.6943,-0.0250,-0.1585,0.0022,0.0005,61,296,1412,12759,1116,11347,21895,
239,0,0,1500,1.0,1.00,1,01/01/00,04:55:51,       , NO,-,-,0,0,,400.00,36046,403,1858,1455,531,654,1030,1350,1615,0.2169,0.783,0.5727,3.610,0.6509,0.8330,0.8454,1.4364,24.7742,54.6760,0.0619,2.8182,0.6113,2.2070,0.7705,0.369,0.7831,0.3491,0.2734,0.4783,0.1308,403.0000,87.4107,315.5893,110.1851,52.7067,1858.00000,403.0000,1455.00000,508.0000,243.0000,0.3548,3.610,0.5364,0.687,0.9170,0.6302,-0.1629,-0.2005,0.0019,0.0005,55,261,1235,11272,974,10037,24720,
240,0,0,1500,1.0,1.00,1,01/01/00,04:56:27,       , NO,-,-,0,0,,600.00,37192,428,1869,1441,553,674,1055,1363,1625,0.2290,0.771,0.5237,3.367,0.6489,0.8307,0.8397,1.4504,25.8096,57.6921,0.0430,2.8992,0.6639,2.2353,0.7849,0.378,0.7710,0.3511,0.2707,0.4822,0.1306,428.0000,98.0118,329.9882,115.8737,55.8759,1869.00000,428.0000,1441.00000,506.0000,244.0000,0.3449,3.367,0.5412,0.628,0.9313,0.5853,-0.2017,-0.2326,0.0018,0.0005,54,259,1220,11192,962,9972,25945,
241,0,0,1500,1.0,1.00,1,01/01/00,04:56:40,       , NO,-,-,0,0,,1.20,69,429,1315,886,533,631,983,1349,1619,0.3262,0.674,-0.0213,2.065,1.0384,1.3431,1.1061,2.0843,0.0775,0.1556,0.0646,2.9792,0.9719,2.0072,-0.0770,-0.689,0.6738,-0.0384,-0.0259,8.9412,-0.2312,429.0000,139.9551,289.0449,-11.0920,-99.1757,1315.00000,429.0000,886.0000,-34.0000,-304.0000,0.3357,2.065,-0.0370,-0.026,-1.1259,0.0288,INF,-1.5399,0.0016,0.0008,32,135,18,0,0,0,0,
242,0,0,1500,1.0,1.00,1,01/01/00,04:56:56,       , NO,-,-,0,0,,600.00,46219,408,1786,1378,478,542,809,1225,1497,0.2284,0.772,0.9114,3.377,0.5929,0.7903,0.4644,0.9700,33.5404,54.8744,0.0559,2.1205,0.4844,1.6361,0.6661,0.343,0.7716,0.4071,0.3141,0.5152,0.1618,408.0000,93.2049,314.7951,128.1568,66.0202,1786.00000,408.0000,1378.00000,561.0000,289.0000,0.4716,3.377,0.6867,1.094,1.0625,1.1621,0.0389,0.0652,0.0019,0.0006,53,285,1416,12756,1131,11340,33410,
243,0,0,1500,1.0,1.00,1,01/01/00,04:57:16,       , NO,-,-,0,0,,700.00,57948,447,2100,1653,531,603,914,1397,1746,0.2129,0.787,1.0955,3.698,0.5747,0.7858,0.4356,0.9417,35.0560,57.4426,0.0501,2.0817,0.4431,1.6386,0.6969,0.351,0.7871,0.4253,0.3348,0.5036,0.1686,447.0000,95.1471,351.8529,149.6386,75.3514,2100.00000,447.0000,1653.00000,703.0000,354.0000,0.4804,3.698,0.7400,1.315,1.0143,1.3334,0.1188,0.1250,0.0018,0.0005,64,344,1742,15819,1398,14077,42065,
244,0,0,1500,1.0,1.00,1,01/01/00,04:57:43,       , NO,-,-,0,0,,700.00,42092,420,1593,1173,479,535,723,973,1346,0.2637,0.736,1.0520,2.793,0.4714,0.7894,0.4774,0.8610,35.8842,65.5389,0.0513,2.4804,0.6540,1.8264,0.9654,0.385,0.7363,0.5286,0.3892,0.3984,0.1551,420.0000,110.7345,309.2655,163.4652,65.1224,1593.00000,420.0000,1173.00000,620.0000,247.0000,0.4032,2.793,1.1212,1.262,0.6622,0.8360,0.1012,-0.0778,0.0018,0.0006,45,245,1424,11742,1178,10318,30305,
245,0,0,1500,1.0,1.00,1,01/01/00,04:58:05,       , NO,-,-,0,0,,600.00,38385,427,1780,1353,538,641,989,1299,1529,0.2399,0.760,0.5153,3.169,0.6445,0.8145,0.7613,1.3846,28.3704,60.9486,0.0473,2.8263,0.6780,2.1483,0.7637,0.399,0.7601,0.3555,0.2702,0.5218,0.1410,427.0000,102.4320,324.5680,115.3860,60.2118,1780.00000,427.0000,1353.00000,481.0000,251.0000,0.3538,3.169,0.5516,0.618,1.0913,0.6749,-0.2087,-0.1708,0.0018,0.0006,51,248,1175,11069,927,9894,27265,
246,0,0,1500,1.0,1.00,1,01/01/00,04:58:48,       , NO,-,-,0,0,,500.00,24716,371,1326,955,476,587,853,1025,1179,0.2798,0.720,0.2894,2.574,0.6848,0.8461,1.1623,1.6824,25.8804,63.5798,0.0518,3.4111,0.9544,2.4567,0.7743,0.378,0.7202,0.3152,0.2270,0.4884,0.1109,371.0000,103.8017,267.1983,84.2164,41.1290,1326.00000,371.0000,955.0000,301.0000,147.0000,0.2932,2.574,0.4602,0.347,0.9545,0.3315,-0.4593,-0.4795,0.0019,0.0008,36,155,725,6550,569,5826,18130,
247,0,0,1500,1.0,1.00,1,01/01/00,04:58:59,       , NO,-,-,0,0,,290.00,31074,370,1637,1267,473,568,909,1203,1417,0.2260,0.774,0.5335,3.424,0.6575,0.8264,0.7498,1.4180,24.5258,52.8987,0.0846,2.7867,0.6299,2.1569,0.7388,0.375,0.7740,0.3425,0.2651,0.5069,0.1344,370.0000,83.6286,286.3714,98.0941,49.7251,1637.00000,370.0000,1267.00000,434.0000,220.0000,0.3588,3.424,0.5210,0.640,1.0280,0.6582,-0.1937,-0.1817,0.0021,0.0006,48,232,1070,9966,838,8896,21060,
248,0,0,1500,1.0,1.00,1,01/01/00,04:59:10,       , NO,-,-,0,0,,280.00,30105,382,1679,1297,500,613,978,1259,1467,0.2275,0.772,0.4621,3.395,0.6762,0.8365,0.8712,1.5317,23.2110,52.5798,0.0829,2.9325,0.6672,2.2653,0.7336,0.370,0.7725,0.3238,0.2501,0.5048,0.1263,382.0000,86.9113,295.0887,95.5569,48.2335,1679.00000,382.0000,1297.00000,420.0000,212.0000,0.3410,3.395,0.4789,0.554,1.0192,0.5651,-0.2561,-0.2478,0.0020,0.0006,49,228,1030,9566,803,8536,20490,
249,0,0,1500,1.0,1.00,1,01/01/00,04:59:51,       , NO,-,-,0,0,,900.00,67363,396,1836,1440,437,471,648,1105,1440,0.2157,0.784,2.0683,3.636,0.4924,0.7250,0.2361,0.5833,46.7801,55.4235,0.0520,1.5106,0.3258,1.1848,0.6014,0.326,0.7843,0.5076,0.3981,0.5417,0.2157,396.0000,85.4118,310.5882,157.6667,85.4118,1836.00000,396.0000,1440.00000,731.0000,396.0000,0.6620,3.636,1.0310,2.482,1.1821,2.9339,0.3948,0.4674,0.0020,0.0005,56,324,1797,16412,1472,14615,50895,
250,0,0,1500,1.0,1.00,1,01/01/00,05:00:04,       , NO,-,-,0,0,,800.00,56941,404,2122,1718,472,533,802,1314,1724,0.1904,0.810,1.7474,4.252,0.5297,0.7683,0.3551,0.7722,33.1440,48.3199,0.0414,1.8007,0.3428,1.4579,0.6857,0.338,0.8096,0.4703,0.3808,0.4926,0.1876,404.0000,76.9161,327.0839,153.8322,75.7738,2122.00000,404.0000,1718.00000,808.0000,398.0000,0.5553,4.252,0.8879,2.097,0.9707,2.0355,0.3216,0.3087,0.0020,0.0005,67,371,1972,17720,1601,15748,39155,
251,0,0,1500,1.0,1.00,1,01/01/00,05:00:17,       , NO,-,-,0,0,,800.00,57391,385,1783,1398,432,474,674,1115,1420,0.2159,0.784,1.6452,3.631,0.5222,0.7403,0.3004,0.6891,41.0521,54.1738,0.0513,1.6831,0.3634,1.3196,0.6306,0.343,0.7841,0.4778,0.3746,0.5434,0.2036,385.0000,83.1324,301.8676,144.2400,78.3819,1783.00000,385.0000,1398.00000,668.0000,363.0000,0.5942,3.631,0.9151,1.974,1.1902,2.3497,0.2954,0.3710,0.0020,0.0006,55,308,1650,15236,1341,13587,42100,
252,0,0,1500,1.0,1.00,1,01/01/00,05:00:30,       , NO,-,-,0,0,,700.00,35471,361,1534,1173,447,524,812,1117,1316,0.2353,0.765,0.5743,3.249,0.6445,0.8142,0.6564,1.2816,30.2394,60.1322,0.0432,2.6005,0.6120,1.9885,0.7069,0.370,0.7647,0.3555,0.2718,0.5228,0.1421,361.0000,84.9550,276.0450,98.1336,51.3025,1534.00000,361.0000,1173.00000,417.0000,218.0000,0.3845,3.249,0.5516,0.689,1.0955,0.7550,-0.1617,-0.1221,0.0021,0.0007,44,223,1044,9516,821,8473,25910,
253,0,0,1500,1.0,1.00,1,01/01/00,05:00:48,       , NO,-,-,0,0,,700.00,47009,384,1709,1325,455,522,793,1154,1408,0.2247,0.775,0.9075,3.451,0.5811,0.7728,0.5057,1.0289,35.4786,62.8171,0.0507,2.2837,0.5131,1.7706,0.7416,0.402,0.7753,0.4189,0.3248,0.5423,0.1761,384.0000,86.2820,297.7180,124.7045,67.6325,1709.00000,384.0000,1325.00000,555.0000,301.0000,0.4379,3.451,0.7208,1.089,1.1850,1.2906,0.0370,0.1108,0.0020,0.0006,51,270,1350,12718,1081,11368,34240,
254,0,0,1500,1.0,1.00,1,01/01/00,05:01:25,       , NO,-,-,0,0,,700.00,44481,383,1610,1227,459,524,790,1138,1356,0.2379,0.762,0.7079,3.204,0.6153,0.7930,0.5297,1.1057,36.2518,65.1411,0.0518,2.3578,0.5609,1.7969,0.6912,0.372,0.7621,0.3847,0.2932,0.5381,0.1578,383.0000,91.1112,291.8888,112.2832,60.4236,1610.00000,383.0000,1227.00000,472.0000,254.0000,0.4241,3.204,0.6252,0.849,1.1651,0.9897,-0.0709,-0.0045,0.0020,0.0006,47,245,1187,10804,942,9617,33630,
255,0,0,1500,1.0,1.00,1,01/01/00,05:07:38,       , NO,-,-,0,0,,400.00,52060,373,2076,1703,459,533,868,1320,1699,0.1797,0.820,1.4300,4.566,0.5561,0.7786,0.4345,0.9689,30.5694,53.2624,0.0764,2.1240,0.3816,1.7423,0.7735,0.386,0.8203,0.4439,0.3642,0.4987,0.1816,373.0000,67.0178,305.9822,135.8324,67.7365,2076.00000,373.0000,1703.00000,756.0000,377.0000,0.4708,4.566,0.7983,1.716,0.9947,1.7070,0.2345,0.2322,0.0022,0.0005,66,352,1803,17154,1450,15351,34840,
256,0,0,1500,1.0,1.00,1,01/01/00,05:29:26,       , NO,-,-,0,0,,700.00,58375,402,2031,1629,463,518,773,1274,1646,0.1979,0.802,1.6579,4.052,0.5353,0.7637,0.3376,0.7592,35.8351,50.8212,0.0512,1.7682,0.3500,1.4182,0.6590,0.335,0.8021,0.4647,0.3727,0.5086,0.1896,402.0000,79.5687,322.4313,149.8346,76.2038,2031.00000,402.0000,1629.00000,757.0000,385.0000,0.5656,4.052,0.8681,1.990,1.0349,2.0591,0.2987,0.3137,0.0020,0.0005,63,354,1868,16657,1514,14789,41655,
257,0,0,1500,1.0,1.00,1,01/01/00,05:30:00,       , NO,-,-,0,0,,600.00,57649,427,2012,1585,494,555,819,1261,1614,0.2122,0.788,1.4005,3.712,0.5262,0.7489,0.3849,0.8244,36.3716,56.9851,0.0606,1.9888,0.4221,1.5667,0.7424,0.393,0.7878,0.4738,0.3733,0.5300,0.1978,427.0000,90.6208,336.3792,159.3822,84.4662,2012.00000,427.0000,1585.00000,751.0000,398.0000,0.5028,3.712,0.9005,1.681,1.1275,1.8949,0.2255,0.2776,0.0018,0.0005,61,339,1800,16878,1461,15078,40710,
